time,PeakPeriod,PeakDirection,UpcrossPeriod,SignificantWaveHeight,SeaTemperature
2009-08-12T15:27:00Z,3.23,248.9,3.077,51,16.8
2009-08-12T15:57:00Z,3.23,244.7,3.03,47,16.75
2009-08-12T16:27:00Z,3.23,250.3,2.857,47,16.75
2009-08-12T16:57:00Z,3.45,243.3,2.878,47,16.75
2009-08-12T17:27:00Z,2.5,265.8,2.837,47,16.75
2009-08-12T17:57:00Z,3.33,240.5,2.985,42,16.75
2009-08-12T18:27:00Z,3.13,239.1,2.878,36,16.7
2009-08-12T18:57:00Z,5,234.8,2.985,35,16.7
2009-08-12T19:27:00Z,4.35,230.6,3.053,31,16.65
2009-08-12T19:57:00Z,7.69,248.9,3.15,31,16.6
2009-08-12T20:27:00Z,5,227.8,3.175,31,16.6
2009-08-12T20:57:00Z,8.33,246.1,3.101,32,16.6
2009-08-12T21:27:00Z,7.69,240.5,3.15,30,16.6
2009-08-12T21:57:00Z,5.88,230.6,3.2,28,16.6
2009-08-12T22:27:00Z,8.33,247.5,3.448,29,16.55
2009-08-12T22:57:00Z,7.69,250.3,3.604,29,16.55
2009-08-12T23:27:00Z,5.56,246.1,3.738,29,16.6
2009-08-12T23:57:00Z,7.69,248.9,3.81,26,16.6
2009-08-13T00:27:00Z,5.88,244.7,4.124,29,16.5
2009-08-13T00:57:00Z,5.26,248.9,3.96,27,16.5
2009-08-13T01:27:00Z,6.67,250.3,4,26,16.5
2009-08-13T01:57:00Z,5.56,250.3,4.124,30,16.45
2009-08-13T02:27:00Z,5.26,253.1,4.04,29,16.5
2009-08-13T02:57:00Z,5.26,244.7,4.04,27,16.45
2009-08-13T03:27:00Z,5.26,253.1,3.96,27,16.45
2009-08-13T03:57:00Z,7.69,247.5,4,26,16.45
2009-08-13T04:27:00Z,7.69,247.5,4.124,28,16.4
2009-08-13T04:57:00Z,6.67,246.1,4.301,27,16.4
2009-08-13T05:27:00Z,5.26,255.9,4.348,28,16.4
2009-08-13T05:57:00Z,5.26,250.3,4.396,26,16.4
2009-08-13T06:27:00Z,5,254.5,4.598,27,16.4
2009-08-13T06:57:00Z,5.26,251.7,4.819,25,16.1
2009-08-13T07:27:00Z,7.69,244.7,4.819,25,16.15
2009-08-13T07:57:00Z,6.25,244.7,4.878,25,15.95
2009-08-13T08:27:00Z,7.69,244.7,5.063,25,15.8
2009-08-13T08:57:00Z,7.14,251.7,5.128,24,15.9
2009-08-13T09:27:00Z,6.67,254.5,5.263,26,16.1
2009-08-13T09:57:00Z,7.14,250.3,5,27,16.3
2009-08-13T10:27:00Z,8.33,236.3,5.128,26,16.55
2009-08-13T10:57:00Z,7.69,237.7,5.263,25,16.8
2009-08-13T11:27:00Z,6.67,244.7,5.195,23,16.9
2009-08-13T11:57:00Z,6.25,253.1,5.479,24,17.1
2009-08-13T12:27:00Z,11.11,227.8,5.405,22,17.2
2009-08-13T12:57:00Z,10.53,230.6,5.479,23,17.35
2009-08-13T13:27:00Z,10,232,5.634,25,17.4
2009-08-13T13:57:00Z,6.25,246.1,5.333,22,17.75
2009-08-13T14:27:00Z,8.33,234.8,5.479,24,18.2
2009-08-13T14:57:00Z,10,237.7,5.263,23,18.5
2009-08-13T15:27:00Z,10,232,5.405,25,18.45
2009-08-13T15:57:00Z,10,230.6,5.195,23,18.1
2009-08-13T16:27:00Z,10.53,230.6,5.195,25,18.25
2009-08-13T16:57:00Z,9.09,240.5,5.333,24,18.25
2009-08-13T17:27:00Z,9.09,233.4,5.263,24,18.1
2009-08-13T17:57:00Z,9.09,234.8,4.762,22,18
2009-08-13T18:27:00Z,9.09,233.4,4.878,22,18
2009-08-13T18:57:00Z,9.09,237.7,5.195,24,17.85
2009-08-13T19:27:00Z,9.09,237.7,4.938,21,17.75
2009-08-13T19:57:00Z,8.33,232,4.762,20,17.55
2009-08-13T20:27:00Z,10,236.3,4.598,22,17.6
2009-08-13T20:57:00Z,10,233.4,3.738,23,17.55
2009-08-13T21:27:00Z,9.09,227.8,3.2,23,17.45
2009-08-13T21:57:00Z,10,226.4,3.636,24,17.3
2009-08-13T22:27:00Z,9.09,230.6,3.738,21,17.25
2009-08-13T22:57:00Z,9.09,233.4,4.301,21,17.2
2009-08-13T23:27:00Z,10,239.1,4.545,20,17.35
2009-08-13T23:57:00Z,7.69,236.3,4.651,18,17.35
2009-08-14T00:27:00Z,9.09,226.4,4.762,19,17.3
2009-08-14T00:57:00Z,9.09,229.2,5,19,17.3
2009-08-14T01:27:00Z,9.09,234.8,4.598,21,17.15
2009-08-14T01:57:00Z,9.09,226.4,2.963,25,17.2
2009-08-14T02:27:00Z,2.17,180,2.484,32,17.1
2009-08-14T02:57:00Z,2.38,209.5,2.516,37,17.15
2009-08-14T03:27:00Z,2.56,213.8,2.5,43,17.15
2009-08-14T03:57:00Z,2.7,219.4,2.548,44,17.1
2009-08-14T04:27:00Z,3.13,222.2,2.581,49,17.05
2009-08-14T04:57:00Z,3.23,222.2,2.685,57,17.05
2009-08-14T05:27:00Z,3.33,222.2,2.778,66,17
2009-08-14T05:57:00Z,3.45,225,2.92,80,17
2009-08-14T06:27:00Z,3.7,227.8,3.008,81,16.95
2009-08-14T06:57:00Z,3.57,229.2,3.008,76,16.95
2009-08-14T07:27:00Z,4,234.8,3.008,75,16.95
2009-08-14T07:57:00Z,3.7,229.2,3.15,86,17
2009-08-14T08:27:00Z,3.85,227.8,3.2,89,16.95
2009-08-14T08:57:00Z,3.85,219.4,3.39,105,16.95
2009-08-14T09:27:00Z,4.17,220.8,3.419,103,16.95
2009-08-14T09:57:00Z,4.17,223.6,3.448,113,16.9
2009-08-14T10:27:00Z,4.35,223.6,3.604,124,16.9
2009-08-14T10:57:00Z,4.17,225,3.636,121,16.9
2009-08-14T11:27:00Z,4.55,227.8,3.704,121,16.85
2009-08-14T11:57:00Z,4.55,223.6,3.81,126,16.9
2009-08-14T12:27:00Z,5,227.8,3.81,130,16.85
2009-08-14T12:57:00Z,5.26,227.8,4.04,146,16.85
2009-08-14T13:27:00Z,5,223.6,3.96,148,16.8
2009-08-14T13:57:00Z,5.88,225,4,146,16.8
2009-08-14T14:27:00Z,5.56,225,4.211,155,16.75
2009-08-14T14:57:00Z,5.26,232,4.301,171,16.75
2009-08-14T15:27:00Z,5.56,219.4,4.124,146,16.7
2009-08-14T15:57:00Z,5,225,4.255,159,16.7
2009-08-14T16:27:00Z,5.26,223.6,4.082,154,16.65
2009-08-14T16:57:00Z,4.76,229.2,4.124,152,16.65
2009-08-14T17:27:00Z,5.26,227.8,4.082,146,16.65
2009-08-14T17:57:00Z,5.88,219.4,4.167,151,16.6
2009-08-14T18:27:00Z,5.26,219.4,4.04,151,16.6
2009-08-14T18:57:00Z,4.55,222.2,4.082,157,16.6
2009-08-14T19:27:00Z,5.26,226.4,4.255,167,16.55
2009-08-14T19:57:00Z,5,223.6,4.04,153,16.55
2009-08-14T20:27:00Z,5.88,227.8,4.082,153,16.55
2009-08-14T20:57:00Z,4.55,223.6,4.124,164,16.55
2009-08-14T21:27:00Z,5,223.6,3.96,152,16.5
2009-08-14T21:57:00Z,5,223.6,4.082,153,16.45
2009-08-14T22:27:00Z,5.26,226.4,4,140,16.45
2009-08-14T22:57:00Z,5,225,4.04,143,16.4
2009-08-14T23:27:00Z,5,226.4,3.96,133,16.4
2009-08-14T23:57:00Z,5.56,232,3.96,130,16.4
2009-08-15T00:27:00Z,5.26,226.4,3.96,120,16.4
2009-08-15T00:57:00Z,4.76,227.8,4.082,123,16.4
2009-08-15T01:27:00Z,5.56,226.4,4.04,118,16.45
2009-08-15T01:57:00Z,4.76,225,4.082,118,16.45
2009-08-15T02:27:00Z,7.69,251.7,4.082,116,16.45
2009-08-15T02:57:00Z,8.33,250.3,4,102,16.5
2009-08-15T03:27:00Z,6.25,232,4.167,95,16.5
2009-08-15T03:57:00Z,5.26,226.4,4.211,98,16.5
2009-08-15T04:27:00Z,7.14,240.5,4.255,98,16.5
2009-08-15T05:02:00Z,6.67,239.1,3.96,88,16.5
2009-08-15T05:27:00Z,5.88,225,3.846,80,16.55
2009-08-15T05:57:00Z,5.26,220.8,3.738,80,16.5
2009-08-15T06:27:00Z,6.67,227.8,3.738,81,16.55
2009-08-15T06:57:00Z,7.69,237.7,3.604,83,16.55
2009-08-15T07:27:00Z,4.76,222.2,3.604,82,16.5
2009-08-15T07:57:00Z,7.69,234.8,3.604,88,16.55
2009-08-15T08:27:00Z,4,241.9,3.478,90,16.55
2009-08-15T08:57:00Z,3.7,248.9,3.571,92,16.55
2009-08-15T09:27:00Z,3.85,250.3,3.571,101,16.55
2009-08-15T09:57:00Z,4.35,246.1,3.604,101,16.6
2009-08-15T10:27:00Z,4.35,253.1,3.54,96,16.6
2009-08-15T10:57:00Z,4.35,251.7,3.636,95,16.6
2009-08-15T11:27:00Z,4.17,248.9,3.604,98,16.6
2009-08-15T11:57:00Z,3.7,251.7,3.604,94,16.6
2009-08-15T12:27:00Z,4.17,257.3,3.636,100,16.65
2009-08-15T12:57:00Z,4.17,253.1,3.604,104,16.65
2009-08-15T13:27:00Z,4.17,254.5,3.67,106,16.65
2009-08-15T13:57:00Z,4,255.9,3.704,106,16.6
2009-08-15T14:27:00Z,4.35,263,3.774,104,16.65
2009-08-15T14:57:00Z,4.17,257.3,3.81,105,16.7
2009-08-15T15:27:00Z,4.76,248.9,3.81,99,16.7
2009-08-15T15:57:00Z,4.55,255.9,3.883,104,16.7
2009-08-15T16:27:00Z,4.17,260.2,3.704,97,16.7
2009-08-15T17:27:00Z,4.55,254.5,3.738,102,16.7
2009-08-15T17:57:00Z,4.55,251.7,3.67,103,16.7
2009-08-15T18:27:00Z,4.35,260.2,3.636,104,16.7
2009-08-15T18:57:00Z,4.55,257.3,3.604,102,16.7
2009-08-15T19:27:00Z,4.17,261.6,3.54,94,16.65
2009-08-15T19:57:00Z,4.17,257.3,3.54,103,16.65
2009-08-15T20:27:00Z,4,253.1,3.54,97,16.65
2009-08-15T20:57:00Z,3.85,254.5,3.54,103,16.6
2009-08-15T21:27:00Z,4,253.1,3.54,103,16.6
2009-08-15T21:57:00Z,4.35,263,3.571,110,16.65
2009-08-15T22:27:00Z,4.17,254.5,3.571,116,16.65
2009-08-15T22:57:00Z,4,251.7,3.571,114,16.6
2009-08-15T23:27:00Z,4.35,243.3,3.636,114,16.55
2009-08-15T23:57:00Z,4.17,237.7,3.571,111,16.6
2009-08-16T00:27:00Z,4.35,253.1,3.636,112,16.6
2009-08-16T00:57:00Z,4.55,244.7,3.704,119,16.6
2009-08-16T01:27:00Z,4.55,247.5,3.81,124,16.6
2009-08-16T01:57:00Z,4.76,237.7,3.96,137,16.55
2009-08-16T02:27:00Z,5,243.3,4.04,140,16.55
2009-08-16T02:57:00Z,4.55,248.9,4.211,152,16.55
2009-08-16T03:27:00Z,5,247.5,4.167,148,16.55
2009-08-16T03:57:00Z,5,244.7,4.255,156,16.5
2009-08-16T04:27:00Z,5,248.9,4.167,146,16.5
2009-08-16T04:57:00Z,5.88,241.9,4.255,155,16.5
2009-08-16T05:27:00Z,5.26,241.9,4.167,150,16.5
2009-08-16T05:57:00Z,5,241.9,4.211,153,16.5
2009-08-16T06:27:00Z,4.76,240.5,4.124,147,16.5
2009-08-16T06:57:00Z,4.55,241.9,4.124,147,16.5
2009-08-16T07:27:00Z,5,240.5,4.124,147,16.5
2009-08-16T07:57:00Z,5,241.9,4.082,139,16.5
2009-08-16T08:27:00Z,4.35,241.9,3.96,141,16.5
2009-08-16T08:57:00Z,4.55,244.7,4.04,143,16.5
2009-08-16T09:27:00Z,5,250.3,4.124,147,16.5
2009-08-16T09:57:00Z,5,251.7,4.124,150,16.5
2009-08-16T10:27:00Z,4.55,248.9,4.04,146,16.5
2009-08-16T10:57:00Z,4.55,250.3,4.082,141,16.5
2009-08-16T13:57:00Z,4.76,248.9,3.846,121,16.5
2009-08-16T14:27:00Z,4.76,253.1,3.81,118,16.5
2009-08-16T14:57:00Z,4.55,251.7,3.883,126,16.55
2009-08-16T15:27:00Z,4.55,250.3,3.922,115,16.55
2009-08-16T15:57:00Z,4.35,253.1,3.96,116,16.55
2009-08-16T16:27:00Z,4.17,257.3,3.922,111,16.5
2009-08-16T17:57:00Z,4.55,240.5,3.738,106,16.5
2009-08-16T18:27:00Z,3.85,241.9,3.67,106,16.55
2009-08-16T18:57:00Z,4.55,241.9,3.738,114,16.55
2009-08-16T19:27:00Z,4.55,236.3,3.81,121,16.55
2009-08-16T19:57:00Z,4.55,237.7,3.774,119,16.55
2009-08-16T20:27:00Z,4.76,243.3,3.704,116,16.55
2009-08-16T20:57:00Z,4.17,236.3,3.636,118,16.55
2009-08-16T21:27:00Z,4.55,233.4,3.636,116,16.55
2009-08-16T21:57:00Z,4.35,236.3,3.636,121,16.55
2009-08-16T22:27:00Z,4.35,230.6,3.67,121,16.55
2009-08-16T22:57:00Z,4.35,232,3.604,113,16.55
2009-08-16T23:27:00Z,4.55,230.6,3.67,125,16.5
2009-08-16T23:57:00Z,4.35,227.8,3.636,116,16.5
2009-08-17T00:27:00Z,4.76,226.4,3.704,120,16.5
2009-08-17T00:57:00Z,4.76,225,3.738,126,16.5
2009-08-17T01:27:00Z,5,229.2,3.774,120,16.5
2009-08-17T01:57:00Z,4.35,237.7,3.774,118,16.45
2009-08-17T02:27:00Z,4.76,237.7,3.81,113,16.5
2009-08-17T02:57:00Z,4.76,232,3.81,108,16.5
2009-08-17T03:27:00Z,4.55,233.4,3.846,105,16.45
2009-08-17T03:57:00Z,5,234.8,3.883,105,16.45
2009-08-17T04:27:00Z,4.17,244.7,3.846,103,16.5
2009-08-17T04:57:00Z,4.17,241.9,3.883,105,16.5
2009-08-17T05:27:00Z,4.55,239.1,3.883,112,16.5
2009-08-17T05:57:00Z,4.55,239.1,3.96,121,16.5
2009-08-17T06:27:00Z,4.35,236.3,3.96,117,16.5
2009-08-17T06:57:00Z,4.55,236.3,3.774,107,16.55
2009-08-17T07:27:00Z,4.35,237.7,3.67,98,16.55
2009-08-17T07:57:00Z,4.35,233.4,3.604,96,16.55
2009-08-17T08:27:00Z,4.17,237.7,3.54,94,16.6
2009-08-17T08:57:00Z,4.35,232,3.571,98,16.6
2009-08-17T09:27:00Z,4.35,234.8,3.478,88,16.6
2009-08-17T09:57:00Z,4.35,227.8,3.509,91,16.6
2009-08-17T10:27:00Z,4.17,232,3.478,85,16.6
2009-08-17T10:57:00Z,3.85,232,3.571,78,16.6
2009-08-17T11:27:00Z,4.35,223.6,3.571,72,16.65
2009-08-17T11:57:00Z,4.17,226.4,3.361,70,16.7
2009-08-17T12:27:00Z,3.85,222.2,3.333,82,16.7
2009-08-17T12:57:00Z,3.85,225,3.39,83,16.7
2009-08-17T13:27:00Z,4.17,232,3.419,86,16.7
2009-08-17T13:57:00Z,3.7,233.4,3.419,91,16.7
2009-08-17T14:27:00Z,4,226.4,3.419,90,16.7
2009-08-17T14:57:00Z,4,230.6,3.39,85,16.7
2009-08-17T15:27:00Z,3.57,237.7,3.361,79,16.75
2009-08-17T15:57:00Z,4.17,225,3.509,77,16.8
2009-08-17T16:27:00Z,4,229.2,3.604,72,16.8
2009-08-17T16:57:00Z,3.7,227.8,3.738,71,16.75
2009-08-17T17:27:00Z,3.7,230.6,3.704,68,16.75
2009-08-17T17:57:00Z,4.76,220.8,3.571,67,16.75
2009-08-17T18:27:00Z,3.57,236.3,3.774,66,16.75
2009-08-17T18:57:00Z,7.14,239.1,3.774,60,16.7
2009-08-17T19:27:00Z,7.14,240.5,3.81,55,16.7
2009-08-17T19:57:00Z,7.14,244.7,3.704,54,16.7
2009-08-17T20:27:00Z,7.14,246.1,3.81,55,16.7
2009-08-17T20:57:00Z,7.14,239.1,3.738,50,16.75
2009-08-17T21:27:00Z,5.88,226.4,3.738,50,16.75
2009-08-17T21:57:00Z,6.25,226.4,3.704,47,16.75
2009-08-17T22:27:00Z,7.69,247.5,4,45,16.7
2009-08-17T22:57:00Z,8.33,244.7,3.96,46,16.7
2009-08-17T23:27:00Z,8.33,241.9,3.67,46,16.7
2009-08-17T23:57:00Z,7.69,247.5,3.39,47,16.7
2009-08-18T00:27:00Z,9.09,241.9,3.279,47,16.7
2009-08-18T00:57:00Z,8.33,241.9,3.279,51,16.7
2009-08-18T01:27:00Z,8.33,236.3,2.985,50,16.75
2009-08-18T01:57:00Z,7.69,253.1,2.963,56,16.75
2009-08-18T02:27:00Z,2.7,178.6,2.92,62,16.75
2009-08-18T02:57:00Z,2.56,167.3,3.03,59,16.75
2009-08-18T03:27:00Z,7.69,239.1,3.175,58,16.75
2009-08-18T03:57:00Z,9.09,250.3,2.941,57,16.75
2009-08-18T04:27:00Z,8.33,243.3,3.077,59,16.75
2009-08-18T04:57:00Z,9.09,236.3,3.15,64,16.7
2009-08-18T05:27:00Z,3.57,220.8,3.15,73,16.75
2009-08-18T05:57:00Z,3.33,189.8,3.2,84,16.9
2009-08-18T06:27:00Z,3.33,195.5,3.333,96,16.9
2009-08-18T06:57:00Z,3.23,181.4,3.361,100,16.85
2009-08-18T07:27:00Z,3.03,184.2,3.448,99,16.85
2009-08-18T07:57:00Z,4.17,220.8,3.333,96,16.8
2009-08-18T08:27:00Z,4.17,213.8,3.39,96,16.8
2009-08-18T08:57:00Z,3.57,209.5,3.448,98,16.8
2009-08-18T09:27:00Z,4,219.4,3.571,96,16.95
2009-08-18T09:57:00Z,5.56,222.2,3.738,91,17
2009-08-18T10:27:00Z,6.25,229.2,3.922,97,17
2009-08-18T10:57:00Z,7.69,251.7,3.922,98,17.05
2009-08-18T11:27:00Z,6.25,226.4,4,93,17.05
2009-08-18T11:57:00Z,6.25,226.4,3.774,87,17.1
2009-08-18T12:27:00Z,6.25,222.2,3.846,91,17.2
2009-08-18T12:57:00Z,7.14,230.6,3.81,89,17.3
2009-08-18T13:27:00Z,6.67,223.6,3.738,85,17.35
2009-08-18T13:57:00Z,6.67,230.6,3.738,91,17.35
2009-08-18T14:27:00Z,7.14,239.1,3.67,88,17.4
2009-08-18T14:57:00Z,6.67,229.2,3.774,89,17.4
2009-08-18T15:27:00Z,7.14,226.4,3.96,86,17.45
2009-08-18T15:57:00Z,6.67,227.8,3.922,84,17.45
2009-08-18T16:27:00Z,6.67,229.2,4.167,85,17.4
2009-08-18T16:57:00Z,7.14,232,4.255,78,17.4
2009-08-18T17:27:00Z,7.14,229.2,4.124,76,17.4
2009-08-18T17:57:00Z,7.14,227.8,3.883,68,17.35
2009-08-18T18:27:00Z,7.69,223.6,3.96,65,17.45
2009-08-18T18:57:00Z,7.14,223.6,4.082,64,17.4
2009-08-18T19:27:00Z,7.14,225,4.255,64,17.35
2009-08-18T19:57:00Z,7.14,226.4,4.545,61,17.3
2009-08-18T20:27:00Z,7.14,233.4,4.348,45,17.25
2009-08-18T20:57:00Z,6.67,234.8,4.494,49,17.2
2009-08-18T21:27:00Z,7.14,240.5,4.494,49,17.2
2009-08-18T21:57:00Z,6.67,233.4,3.883,45,17.2
2009-08-18T22:27:00Z,7.14,232,3.125,59,17.2
2009-08-18T22:57:00Z,2.86,165.9,2.899,70,17.25
2009-08-18T23:27:00Z,3.03,165.9,2.941,82,17.3
2009-08-18T23:57:00Z,3.03,157.5,2.963,84,17.25
2009-08-19T00:27:00Z,3.23,160.3,2.92,81,17.25
2009-08-19T00:57:00Z,3.33,181.4,3.077,87,17.1
2009-08-19T01:27:00Z,3.33,167.3,3.077,84,17.05
2009-08-19T01:57:00Z,3.13,170.2,3.15,83,17.05
2009-08-19T02:27:00Z,3.33,171.6,3.15,79,17.1
2009-08-19T02:57:00Z,3.13,171.6,3.252,77,17.15
2009-08-19T03:27:00Z,3.57,209.5,3.39,82,17.15
2009-08-19T03:57:00Z,6.67,218,3.604,79,17.15
2009-08-19T04:27:00Z,6.67,219.4,3.846,95,17.15
2009-08-19T04:57:00Z,5.26,223.6,3.96,107,17.15
2009-08-19T05:27:00Z,4.35,227.8,3.922,106,17.2
2009-08-19T05:57:00Z,4.35,222.2,3.96,102,17.2
2009-08-19T06:27:00Z,4.17,232,4.04,108,17.2
2009-08-19T06:57:00Z,4.35,220.8,4.124,112,17.1
2009-08-19T07:27:00Z,6.67,222.2,4.082,104,17.1
2009-08-19T07:57:00Z,7.69,233.4,4.167,105,17.1
2009-08-19T08:57:00Z,4.55,216.6,4,105,17.1
2009-08-19T09:27:00Z,5.56,216.6,4,100,17.1
2009-08-19T09:57:00Z,7.69,232,3.96,92,17.1
2009-08-19T10:27:00Z,7.69,227.8,3.81,88,17.1
2009-08-19T10:57:00Z,7.14,232,3.704,84,17.1
2009-08-19T11:27:00Z,8.33,239.1,3.509,79,17.1
2009-08-19T11:57:00Z,8.33,233.4,3.54,78,17.1
2009-08-19T12:27:00Z,8.33,234.8,3.571,74,17.2
2009-08-19T12:57:00Z,7.69,230.6,3.67,74,17.2
2009-08-19T13:27:00Z,8.33,229.2,3.571,71,17.15
2009-08-19T13:57:00Z,7.69,225,3.54,67,17.15
2009-08-19T14:27:00Z,7.69,230.6,3.636,71,17.1
2009-08-19T14:57:00Z,7.69,230.6,3.509,68,17.1
2009-08-19T15:27:00Z,7.69,244.7,3.419,67,17.05
2009-08-19T15:57:00Z,7.69,234.8,3.571,69,17.05
2009-08-19T16:27:00Z,7.69,241.9,3.478,67,17.05
2009-08-19T16:57:00Z,7.69,237.7,3.571,68,17.05
2009-08-19T18:27:00Z,8.33,250.3,3.54,68,17.05
2009-08-19T18:57:00Z,8.33,247.5,3.636,67,17.15
2009-08-19T19:27:00Z,8.33,246.1,3.636,66,17.1
2009-08-19T19:57:00Z,8.33,248.9,4,66,17.1
2009-08-19T20:27:00Z,7.69,241.9,4.255,61,17.1
2009-08-19T20:57:00Z,8.33,246.1,4.494,58,17
2009-08-19T21:27:00Z,8.33,247.5,4.444,57,17
2009-08-19T21:57:00Z,7.14,240.5,4.819,58,17
2009-08-19T22:27:00Z,7.69,248.9,4.706,55,17
2009-08-19T22:57:00Z,7.14,240.5,4.651,52,16.95
2009-08-19T23:27:00Z,5.88,233.4,4.651,52,16.95
2009-08-19T23:57:00Z,7.69,240.5,4,56,17
2009-08-20T00:27:00Z,7.69,244.7,3.54,60,16.95
2009-08-20T00:57:00Z,7.69,246.1,3.333,56,16.85
2009-08-20T01:27:00Z,8.33,241.9,3.738,53,16.8
2009-08-20T01:57:00Z,8.33,240.5,4,52,16.8
2009-08-20T02:27:00Z,7.69,244.7,4.255,52,16.8
2009-08-20T02:57:00Z,8.33,241.9,4.255,48,16.8
2009-08-20T03:27:00Z,7.14,243.3,4.255,47,16.25
2009-08-20T03:57:00Z,7.69,241.9,3.81,53,16.35
2009-08-20T04:27:00Z,10,232,3.704,56,16.4
2009-08-20T04:57:00Z,10.53,240.5,3.448,59,16.5
2009-08-20T05:27:00Z,10.53,230.6,3.448,70,16.65
2009-08-20T05:57:00Z,10,241.9,3.571,77,16.75
2009-08-20T06:27:00Z,3.57,232,3.636,90,16.7
2009-08-20T06:57:00Z,3.7,225,3.81,91,16.75
2009-08-20T08:27:00Z,8.33,246.1,3.922,94,16.75
2009-08-20T08:57:00Z,4.35,223.6,3.846,94,16.8
2009-08-20T09:27:00Z,4.55,223.6,3.774,89,16.8
2009-08-20T09:57:00Z,4.17,240.5,3.67,96,16.75
2009-08-20T10:27:00Z,4.35,234.8,3.571,100,16.8
2009-08-20T10:57:00Z,4,243.3,3.67,114,16.8
2009-08-20T11:27:00Z,4.17,237.7,3.54,108,16.8
2009-08-20T11:57:00Z,4,234.8,3.509,110,16.85
2009-08-20T12:27:00Z,4.55,225,3.571,118,16.8
2009-08-20T12:57:00Z,4.76,230.6,3.604,118,16.9
2009-08-20T13:27:00Z,4.35,227.8,3.67,126,16.85
2009-08-20T13:57:00Z,5,236.3,3.738,136,16.8
2009-08-20T14:27:00Z,4.55,230.6,3.774,132,16.8
2009-08-20T14:57:00Z,5.26,243.3,3.922,147,16.8
2009-08-20T15:27:00Z,4.76,241.9,3.922,146,16.8
2009-08-20T15:57:00Z,4.55,244.7,3.922,141,16.75
2009-08-20T16:27:00Z,4.76,246.1,4.124,149,16.75
2009-08-20T16:57:00Z,5.26,240.5,4.124,149,16.7
2009-08-20T17:27:00Z,4.76,243.3,4.211,161,16.7
2009-08-20T17:57:00Z,4.76,241.9,4.301,168,16.65
2009-08-20T18:27:00Z,5.26,240.5,4.444,176,16.6
2009-08-20T18:57:00Z,5.88,233.4,4.598,176,16.6
2009-08-20T19:27:00Z,5.56,248.9,4.762,184,16.6
2009-08-20T19:57:00Z,5.26,250.3,4.878,167,16.6
2009-08-20T20:27:00Z,5.26,255.9,4.762,165,16.6
2009-08-20T20:57:00Z,5.26,251.7,4.706,158,16.55
2009-08-20T21:27:00Z,7.69,237.7,4.762,165,16.55
2009-08-20T21:57:00Z,7.69,234.8,4.706,154,16.55
2009-08-20T22:27:00Z,5.56,237.7,4.545,147,16.5
2009-08-20T22:57:00Z,4.55,250.3,4.255,137,16.5
2009-08-20T23:27:00Z,5,246.1,4.124,129,16.5
2009-08-20T23:57:00Z,4.35,254.5,3.922,127,16.45
2009-08-21T00:27:00Z,4.35,246.1,3.922,126,16.45
2009-08-21T00:57:00Z,4.35,251.7,3.846,129,16.45
2009-08-21T01:27:00Z,4,244.7,3.738,126,16.5
2009-08-21T01:57:00Z,4,240.5,3.636,104,16.5
2009-08-21T02:27:00Z,10.53,240.5,3.738,100,16.5
2009-08-21T02:57:00Z,4,237.7,3.67,99,16.5
2009-08-21T03:27:00Z,5.88,216.6,3.774,102,16.5
2009-08-21T03:57:00Z,6.67,226.4,3.846,104,16.5
2009-08-21T04:27:00Z,10.53,234.8,3.846,102,16.45
2009-08-21T04:57:00Z,6.25,220.8,3.738,101,16.45
2009-08-21T05:27:00Z,8.33,234.8,3.96,110,16.45
2009-08-21T05:57:00Z,3.85,234.8,3.922,112,16.45
2009-08-21T06:27:00Z,4,246.1,3.96,114,16.45
2009-08-21T06:57:00Z,4.55,232,4.348,134,16.45
2009-08-21T07:27:00Z,4.55,250.3,4.348,134,16.45
2009-08-21T07:57:00Z,7.69,223.6,4.598,125,16.4
2009-08-21T08:27:00Z,9.09,234.8,4.444,125,16.45
2009-08-21T08:57:00Z,6.67,223.6,4.444,126,16.45
2009-08-21T09:27:00Z,5.56,230.6,4.444,128,16.45
2009-08-21T09:57:00Z,4.35,234.8,4.255,123,16.45
2009-08-21T10:27:00Z,5.26,239.1,4.211,126,16.35
2009-08-21T12:27:00Z,5,226.4,3.846,110,16.4
2009-08-21T12:57:00Z,4.76,230.6,3.738,119,16.45
2009-08-21T13:27:00Z,5,226.4,3.774,124,16.4
2009-08-21T13:57:00Z,4.55,237.7,3.774,121,16.45
2009-08-21T14:27:00Z,4.55,232,3.604,120,16.55
2009-08-21T14:57:00Z,4.35,236.3,3.604,115,16.55
2009-08-21T15:27:00Z,3.85,233.4,3.571,110,16.55
2009-08-21T15:57:00Z,4.35,230.6,3.54,108,16.55
2009-08-21T16:27:00Z,4.55,233.4,3.604,109,16.55
2009-08-21T16:57:00Z,3.85,240.5,3.636,110,16.55
2009-08-21T17:27:00Z,4,244.7,3.67,109,16.5
2009-08-21T17:57:00Z,4.17,251.7,3.67,105,16.5
2009-08-21T18:57:00Z,4.55,248.9,4,115,16.5
2009-08-21T19:27:00Z,4.17,255.9,4.082,121,16.5
2009-08-21T19:57:00Z,4.76,251.7,4.167,115,16.5
2009-08-21T20:27:00Z,4.35,258.8,4.255,109,16.4
2009-08-21T20:57:00Z,5.26,233.4,4.255,109,16.35
2009-08-21T21:27:00Z,5.26,232,4.211,99,16.4
2009-08-21T21:57:00Z,4.76,236.3,4.167,100,16.4
2009-08-21T22:27:00Z,5.88,227.8,4.124,96,16.4
